locatiepunt,straat1876,straaturi
1421,Dam,https://adamlink.nl/geo/street/dam/880
1422,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1423,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1424,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1425,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1426,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1427,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1428,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1429,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1430,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1431,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1432,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1433,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1434,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1435,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1436,Gravenstraat,https://adamlink.nl/geo/street/gravenstraat/1553
1437,Gravenstraat,https://adamlink.nl/geo/street/gravenstraat/1553
1441,Gravenstraat,https://adamlink.nl/geo/street/gravenstraat/1553
1442,Gravenstraat,https://adamlink.nl/geo/street/gravenstraat/1553
1443,Gravenstraat,https://adamlink.nl/geo/street/gravenstraat/1553
1444,Gravenstraat,https://adamlink.nl/geo/street/gravenstraat/1553
1445,Gravenstraat,https://adamlink.nl/geo/street/gravenstraat/1553
1446,Eggertstraat,https://adamlink.nl/geo/street/eggertstraat/1214
1448,Eggertstraat,https://adamlink.nl/geo/street/eggertstraat/1214
1450,Eggertstraat,https://adamlink.nl/geo/street/eggertstraat/1214
1451,Eggertstraat,https://adamlink.nl/geo/street/eggertstraat/1214
1452,Eggertstraat,https://adamlink.nl/geo/street/eggertstraat/1214
1454,Eggertstraat,https://adamlink.nl/geo/street/eggertstraat/1214
1455,Eggertstraat,https://adamlink.nl/geo/street/eggertstraat/1214
1456,Eggertstraat,https://adamlink.nl/geo/street/eggertstraat/1214
1457,Eggertstraat,https://adamlink.nl/geo/street/eggertstraat/1214
1459,Eggertstraat,https://adamlink.nl/geo/street/eggertstraat/1214
1460,Gravenstraat,https://adamlink.nl/geo/street/gravenstraat/1553
1462,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1463,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1464,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1465,Gravenstraat,https://adamlink.nl/geo/street/gravenstraat/1553
1467,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1468,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1469,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1470,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1471,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1472,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1473,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1474,Mozes en Aäronstraat,https://adamlink.nl/geo/street/mozes-en-aaronstraat/3053
1475,Mozes en Aäronstraat,https://adamlink.nl/geo/street/mozes-en-aaronstraat/3053
1476,Mozes en Aäronstraat,https://adamlink.nl/geo/street/mozes-en-aaronstraat/3053
1477,Mozes en Aäronstraat,https://adamlink.nl/geo/street/mozes-en-aaronstraat/3053
1479,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1480,Gravenstraat,https://adamlink.nl/geo/street/gravenstraat/1553
1481,Gravenstraat,https://adamlink.nl/geo/street/gravenstraat/1553
1482,Gravenstraat,https://adamlink.nl/geo/street/gravenstraat/1553
1483,Gravenstraat,https://adamlink.nl/geo/street/gravenstraat/1553
1484,Gravenstraat,https://adamlink.nl/geo/street/gravenstraat/1553
1485,Gravenstraat,https://adamlink.nl/geo/street/gravenstraat/1553
1486,Gravenstraat,https://adamlink.nl/geo/street/gravenstraat/1553
1487,Gravenstraat,https://adamlink.nl/geo/street/gravenstraat/1553
1489,Blaauwe straat,
1490,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1491,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1492,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1493,Blaauwe straat,
1494,Blaauwe straat,
1495,Gravenstraat,https://adamlink.nl/geo/street/gravenstraat/1553
1496,Gravenstraat,https://adamlink.nl/geo/street/gravenstraat/1553
1497,Gravenstraat,https://adamlink.nl/geo/street/gravenstraat/1553
1498,Gravenstraat,https://adamlink.nl/geo/street/gravenstraat/1553
1499,Gravenstraat,https://adamlink.nl/geo/street/gravenstraat/1553
1500,Gravenstraat,https://adamlink.nl/geo/street/gravenstraat/1553
1501,Gravenstraat,https://adamlink.nl/geo/street/gravenstraat/1553
1505,Gravenstraat,https://adamlink.nl/geo/street/gravenstraat/1553
1506,Gravenstraat,https://adamlink.nl/geo/street/gravenstraat/1553
1508,Gravenstraat,https://adamlink.nl/geo/street/gravenstraat/1553
1509,Gravenstraat,https://adamlink.nl/geo/street/gravenstraat/1553
1510,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1511,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1512,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1513,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1514,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1515,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1516,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1517,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1518,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1519,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1522,Hol,
1523,Hol,
1524,Hol,
1525,Hol,
1526,Hol,
1527,Hol,
1528,Hol,
1529,Hol,
1530,Hol,
1532,Blaauw erf,
1533,Blaauw erf,
1534,Blaauw erf,
1536,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1537,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1538,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1539,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1540,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1541,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1542,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1543,Blaauw erf,
1544,Blaauw erf,
1546,Blaauw erf,
1547,Blaauw erf,
1549,Romeinsteegje,https://adamlink.nl/geo/street/zwartehandsteeg/5226
1550,Romeinsteegje,https://adamlink.nl/geo/street/zwartehandsteeg/5226
1552,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1554,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1555,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1556,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1557,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1558,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1559,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1560,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1561,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1562,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1563,Romeinsteegje,https://adamlink.nl/geo/street/zwartehandsteeg/5226
1564,Romeinsteegje,https://adamlink.nl/geo/street/zwartehandsteeg/5226
1565,Romeinsteegje,https://adamlink.nl/geo/street/zwartehandsteeg/5226
1566,Romeinsteegje,https://adamlink.nl/geo/street/zwartehandsteeg/5226
1567,Romeinsteegje,https://adamlink.nl/geo/street/zwartehandsteeg/5226
1568,Romeinsteegje,https://adamlink.nl/geo/street/zwartehandsteeg/5226
1570,Romeinsteegje,https://adamlink.nl/geo/street/zwartehandsteeg/5226
1571,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1572,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1573,Hol,
1574,Hol,
1575,Hol,
1576,Hol,
1577,Hol,
1578,Hol,
1579,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1580,Hol,
1581,Hol,
1582,Hol,
1583,Hol,
1584,Hol,
1585,Hol,
1586,Hol,
1587,Hol,
1588,Hol,
1589,Hol,
1590,Hol,
1593,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1594,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1595,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1596,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1597,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1598,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1599,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1600,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1601,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1602,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1603,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1606,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1607,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1608,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1609,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1610,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1611,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1612,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1613,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1614,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1615,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1616,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1617,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1618,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1619,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1620,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1621,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1622,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1623,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1624,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1625,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1626,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1627,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1628,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1629,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1630,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1631,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1632,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1633,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1634,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1635,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1636,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1637,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1638,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1639,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1640,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1642,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1643,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1644,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1645,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1647,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1648,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1649,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1650,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1651,Sint Nicolaasstraat,https://adamlink.nl/geo/street/sint-nicolaasstraat/4107
1652,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1653,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1654,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1655,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1656,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1657,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1658,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1659,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1660,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1661,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1662,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1663,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1664,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1666,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1667,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1668,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1675,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1676,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1677,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1678,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1679,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1680,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1681,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1682,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1683,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1684,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1685,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1686,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1687,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1688,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1689,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1690,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1691,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1692,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1693,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1694,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1697,Geertruisteeg,https://adamlink.nl/geo/street/sint-geertruidensteeg/4099
1698,Geertruisteeg,https://adamlink.nl/geo/street/sint-geertruidensteeg/4099
1699,Geertruisteeg,https://adamlink.nl/geo/street/sint-geertruidensteeg/4099
1700,Geertruisteeg,https://adamlink.nl/geo/street/sint-geertruidensteeg/4099
1701,Geertruisteeg,https://adamlink.nl/geo/street/sint-geertruidensteeg/4099
1702,Geertruisteeg,https://adamlink.nl/geo/street/sint-geertruidensteeg/4099
1703,Geertruisteeg,https://adamlink.nl/geo/street/sint-geertruidensteeg/4099
1705,Geertruisteeg,https://adamlink.nl/geo/street/sint-geertruidensteeg/4099
1706,Geertruisteeg,https://adamlink.nl/geo/street/sint-geertruidensteeg/4099
1707,Geertruisteeg,https://adamlink.nl/geo/street/sint-geertruidensteeg/4099
1708,Geertruisteeg,https://adamlink.nl/geo/street/sint-geertruidensteeg/4099
1709,Geertruisteeg,https://adamlink.nl/geo/street/sint-geertruidensteeg/4099
1710,Geertruisteeg,https://adamlink.nl/geo/street/sint-geertruidensteeg/4099
1711,Geertruisteeg,https://adamlink.nl/geo/street/sint-geertruidensteeg/4099
1712,Geertruisteeg,https://adamlink.nl/geo/street/sint-geertruidensteeg/4099
1713,Geertruisteeg,https://adamlink.nl/geo/street/sint-geertruidensteeg/4099
1714,Geertruisteeg,https://adamlink.nl/geo/street/sint-geertruidensteeg/4099
1715,Geertruisteeg,https://adamlink.nl/geo/street/sint-geertruidensteeg/4099
1716,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1717,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1718,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1719,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1720,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1721,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1722,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1723,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1724,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1725,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1726,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1727,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1728,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1729,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1730,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1731,Suikerbakkersteeg,
1732,Suikerbakkersteeg,
1733,Suikerbakkersteeg,
1734,Suikerbakkersteeg,
1735,Suikerbakkersteeg,
1737,Heerensteegje,https://adamlink.nl/geo/street/heerensteegje/5835
1739,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1740,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1741,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1742,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1743,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1744,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1745,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1747,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1748,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1749,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1750,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1751,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1752,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1753,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1754,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1755,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1756,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1757,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1758,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1759,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1760,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1761,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1762,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1763,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1764,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1765,Nieuwendijk,https://adamlink.nl/geo/street/nieuwendijk/3198
1766,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1767,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1768,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1769,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1770,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1772,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1773,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1774,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1775,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1776,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1777,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1778,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1779,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1784,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1785,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1786,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1787,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1788,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1789,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1790,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1791,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1796,Suikerbakkersteeg,
1797,Suikerbakkersteeg,
1798,Suikerbakkersteeg,
1799,Suikerbakkersteeg,
1800,Suikerbakkersteeg,
1801,Suikerbakkersteeg,
1802,Suikerbakkersteeg,
1803,Suikerbakkersteeg,
1804,Nieuwstraat,https://adamlink.nl/geo/street/nieuwendammerstraat/3197
1805,Suikerbakkersteeg,
1806,Suikerbakkersteeg,
1807,Suikerbakkersteeg,
1808,Suikerbakkersteeg,
1809,Suikerbakkersteeg,
1810,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1811,Suikerbakkersteeg,
1812,Suikerbakkersteeg,
1813,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1814,Suikerbakkersteeg,
1815,Suikerbakkersteeg,
1816,Suikerbakkersteeg,
1817,Suikerbakkersteeg,
1818,Suikerbakkersteeg,
1819,Suikerbakkersteeg,
1820,Suikerbakkersteeg,
1821,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1822,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1825,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1826,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1827,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1828,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1829,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1831,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1832,Nieuwezijds Voorburgwal,https://adamlink.nl/geo/street/nieuwezijds-voorburgwal/3207
1833,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1834,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1835,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1836,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1837,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1838,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1839,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
1840,Dirk van Hasseltsteeg,https://adamlink.nl/geo/street/dirk-van-hasseltssteeg/1026
